"formatted_address","lat","lng"
"14641 Park Hills Dr, Anchorage, AK 99516, USA",61.089191,-149.7785658
"8839 Sahalee Dr, Anchorage, AK 99507, USA",61.1402983,-149.7905116
"2807 Arctic Blvd, Anchorage, AK 99503, USA",61.1946991,-149.8975307
"3026 Wesleyan Dr, Anchorage, AK 99508, USA",61.19299640000001,-149.7902333
"740 Old Klatt Rd, Anchorage, AK 99515, USA",61.1136178,-149.8934735
"7715 Eastbrook Dr, Anchorage, AK 99504, USA",61.19993089999999,-149.7364599
"3209 Lois Dr, Anchorage, AK 99517, USA",61.1910618,-149.9200636
"6850 Crooked Tree Dr, Anchorage, AK 99507, USA",61.1281468,-149.7540709
"6255 Prominence Pointe Dr, Anchorage, AK 99516, USA",61.0691305,-149.7644252
"9607 Musket Ball Cir, Anchorage, AK 99507, USA",61.1340235,-149.8422281
"514 Riverstone Way, Anchorage, AK 99518, USA",61.15648729999999,-149.8721669
"8786 Estates Cir, Anchorage, AK 99507, USA",61.1414275,-149.8153789
"3621 Hollyberry Cir, Anchorage, AK 99507, USA",61.1579333,-149.8146322
"11945 Circle Dr, Anchorage, AK 99507, USA",61.11252339999999,-149.7377254
"1037 E 26th Ave, Anchorage, AK 99508, USA",61.19757430000001,-149.862695
"2401 Captain Cook Dr, Anchorage, AK 99517, USA",61.1988314,-149.9388171
"7541 Soldotna Dr, Anchorage, AK 99507, USA",61.11481759999999,-149.7423251
"2111 Belmont Dr, Anchorage, AK 99517, USA",61.20057680000001,-149.9257662
"2054 Arlington Dr, Anchorage, AK 99517, USA",61.1971198,-149.9231613
"3838 Westminster Way, Anchorage, AK 99508, USA",61.1859193,-149.7909709
"7803 Brentwood Dr, Anchorage, AK 99502, USA",61.1500871,-149.953623
"16841 Ransom Ridge Rd, Anchorage, AK 99516, USA",61.0680699,-149.7751323
"13501 Spendlove Dr, Anchorage, AK 99516, USA",61.0982996,-149.7091117
"5241 Taurus Cir, Anchorage, AK 99516, USA",61.06851340000001,-149.7841809
"7841 Talisman Rd, Anchorage, AK 99516, USA",61.10533059999999,-149.7355359
"4836 Blue Heron Cir, Anchorage, AK 99507, USA",61.13864650000001,-149.7921944
"4790 Blue Heron Cir, Anchorage, AK 99507, USA",61.1380435,-149.7926107
"3911 E 66th Ave, Anchorage, AK 99507, USA",61.16124989999999,-149.8095224
"10540 Kasilof Blvd, Anchorage, AK 99507, USA",61.1251043,-149.7223308
"780 Hunt Cir, Anchorage, AK 99504, USA",61.21502979999999,-149.749856
"3433 Seppala Dr, Anchorage, AK 99517, USA",61.19607769999999,-149.9495478
"5086 E 98th Ave, Anchorage, AK 99507, USA",61.13323679999999,-149.7857748
"3821 Reflection Dr, Anchorage, AK 99504, USA",61.186013,-149.7741381
"8201 Clarks Rd, Anchorage, AK 99516, USA",61.0846336,-149.7121391
"6120 Romania Dr, Anchorage, AK 99516, USA",61.0545795,-149.7675099
"7708 Chaimi Loop, Anchorage, AK 99504, USA",61.1809829,-149.7360493
"2400 Susitna Dr, Anchorage, AK 99517, USA",61.19887610000001,-149.9488937
"2900 Chesapeake Ave, Anchorage, AK 99516, USA",61.101585,-149.8282853
"5532 Yukon Charlie Loop, Anchorage, AK 99502, USA",61.1511187,-149.9874929
"15500 N Eagle River Loop Rd, Eagle River, AK 99577, USA",61.3290948,-149.566354
"3306 E 16th Ave, Anchorage, AK 99508, USA",61.2059098,-149.8196141
"17401 Spain Dr, Anchorage, AK 99516, USA",61.06345669999999,-149.7655194
"1355 W River Dr, Eagle River, AK 99577, USA",61.2330473,-149.4548974
"3743 Coventry Dr, Anchorage, AK 99507, USA",61.14579550000001,-149.8128599
"8816 Acadia Dr, Eagle River, AK 99577, USA",61.30031899999999,-149.5685534
"4303 Florina St, Anchorage, AK 99508, USA",61.1816397,-149.8120312
"2401 Captain Cook Dr, Anchorage, AK 99517, USA",61.1988314,-149.9388171
"8051 Williwa Ave, Anchorage, AK 99504, USA",61.18930520000001,-149.7299707
"5052 Mills Dr, Anchorage, AK 99508, USA",61.19146490000001,-149.7867362
"3970 Alitak Bay Cir, Anchorage, AK 99515, USA",61.1207775,-149.9483857
"8600 Jupiter Dr, Anchorage, AK 99507, USA",61.14271519999999,-149.7980814
"2956 Gladys Marie Cir, Anchorage, AK 99516, USA",61.1173687,-149.8273392
"3761 Chiniak Bay Dr, Anchorage, AK 99515, USA",61.12342100000001,-149.9517858
"12921 Monterey Cir, Anchorage, AK 99516, USA",61.10341279999999,-149.827117
"3302 W 81st Ave, Anchorage, AK 99502, USA",61.14722279999999,-149.9408865
"10342 Prince William Cir, Anchorage, AK 99515, USA",61.12664179999999,-149.9586789
"2211 Chandalar Dr, Anchorage, AK 99504, USA",61.2004683,-149.7436585
"2417 Tulik Dr, Anchorage, AK 99517, USA",61.1985757,-149.9515809
"7541 Chad St, Anchorage, AK 99518, USA",61.1521975,-149.9042125
"3344 Bear Ridge Cir, Eagle River, AK 99577, USA",61.2505763,-149.2990342
"13418 Stephenson St, Anchorage, AK 99515, USA",61.099249,-149.8447435
"912 W 21st Ave, Anchorage, AK 99503, USA",61.20168439999999,-149.8998181
"3608 Oregon Dr, Anchorage, AK 99517, USA",61.18714800000001,-149.9184231
"3940 Twilight Ln, Anchorage, AK 99516, USA",61.08673280000001,-149.8083516
"2781 Seafarer Loop, Anchorage, AK 99516, USA",61.0957746,-149.8317113
"8651 Swiss Pl, Anchorage, AK 99507, USA",61.14172910000001,-149.8272505
"601 Hiland Rd, Eagle River, AK 99577, USA",61.2255268,-149.4322122
"21812 Sheppard Dr, Eagle River, AK 99577, USA",61.3148368,-149.4758113
"18548 Outlook Cir, Eagle River, AK 99577, USA",61.3249794,-149.5370053
"3744 Knik Ave, Anchorage, AK 99517, USA",61.19646359999999,-149.9555089
"247 Tanner Cir, Girdwood, AK 99587, USA",60.95898199999999,-149.1270005
"159 Cervin Cir, Girdwood, AK 99587, USA",60.9555149,-149.1199136
"10372 Ridge Park Dr, Anchorage, AK 99507, USA",61.1269582,-149.8382478
"11124 Old Seward Hwy, Anchorage, AK 99515, USA",61.1199527,-149.8678209
"3310 Jerde Cir, Anchorage, AK 99504, USA",61.19061749999999,-149.7643712
"2500 Lord Baranof Dr, Anchorage, AK 99517, USA",61.19781049999999,-149.9369062
"3212 Tayshee Cir, Anchorage, AK 99504, USA",61.1914645,-149.755572
"2131 Lord Baranof Dr, Anchorage, AK 99517, USA",61.2009933,-149.9391122
"1500 Cache Dr, Anchorage, AK 99507, USA",61.17672459999999,-149.8528419
"7284 Tyre Dr, Anchorage, AK 99502, USA",61.1547813,-149.9932214
"8100 E 11th Ct, Anchorage, AK 99504, USA",61.2122195,-149.7288159
"10840 Vosikof Pl, Anchorage, AK 99507, USA",61.1225119,-149.7265311
"4019 Kogru Pl, Eagle River, AK 99577, USA",61.2568125,-149.3142444
"7831 Casey Cir, Anchorage, AK 99507, USA",61.1496146,-149.8083435
"12421 Hace St, Anchorage, AK 99515, USA",61.1080584,-149.8540051
"611 Lori Dr, Anchorage, AK 99504, USA",61.21621549999999,-149.7194446
"16906 Old Glenn Hwy, Chugiak, AK 99567, USA",61.3735667,-149.5086207
"7704 Chaimi Loop, Anchorage, AK 99504, USA",61.1810111,-149.7362516
"6061 Bristol Dr, Anchorage, AK 99516, USA",61.10399539999999,-149.7687283
"2710 W 34th Ave, Anchorage, AK 99517, USA",61.18961549999999,-149.9344865
"3860 Reflection Dr, Anchorage, AK 99504, USA",61.18556319999999,-149.7751976
"1413 Atkinson Dr, Anchorage, AK 99504, USA",61.2081405,-149.7663279
"8677 Estates Cir, Anchorage, AK 99507, USA",61.1428032,-149.8144172
"1070 Northpointe Bluff Dr, Anchorage, AK 99501, USA",61.22775290000001,-149.8649185
"2010 Belmont Dr, Anchorage, AK 99517, USA",61.1991432,-149.9271118
"4902 De Armoun Rd, Anchorage, AK 99516, USA",61.0949492,-149.7900754
"10650 Lone Tree Dr, Anchorage, AK 99507, USA",61.1237858,-149.7609118
"2850 Pelican Dr, Anchorage, AK 99502, USA",61.1342405,-149.9347077
"5612 Heritage Heights Dr, Anchorage, AK 99516, USA",61.11091039999999,-149.7822721
"1361 Huffman Park Dr, Anchorage, AK 99515, USA",61.11078970000001,-149.8576419
"6101 Gross Dr, Anchorage, AK 99507, USA",61.1657097,-149.8226408
"4700 Virgo Ave, Anchorage, AK 99516, USA",61.06940160000001,-149.7943212
"6700 Mulberry Dr, Anchorage, AK 99502, USA",61.1605664,-149.9415463
"915 Clay Ct, Anchorage, AK 99503, USA",61.2014058,-149.8996572
"728 E St, Anchorage, AK 99501, USA",61.21501209999999,-149.8917542
"10487 Elmore Rd, Anchorage, AK 99507, USA",61.12568599999999,-149.803203
"4800 Snow Cir, Anchorage, AK 99508, USA",61.20122929999999,-149.7913247
"6060 Bristol Dr, Anchorage, AK 99516, USA",61.10350690000001,-149.769608
"3301 W 70th Pl, Anchorage, AK 99502, USA",61.15698459999999,-149.9406403
"1819 E 24th Ave, Anchorage, AK 99508, USA",61.19947219999999,-149.8474412
"3202 Seaport Cir, Anchorage, AK 99515, USA",61.1171975,-149.9410569
"219 N Bunn St, Anchorage, AK 99508, USA",61.22530090000001,-149.7985659
"1816 Westview Cir, Anchorage, AK 99504, USA",61.204547,-149.7259247
"2060 Saratoga Ave, Anchorage, AK 99517, USA",61.1963841,-149.92386
"3355 Dickson Rd, Anchorage, AK 99504, USA",61.1900971,-149.7368678
"3613 E 17th Ave, Anchorage, AK 99508, USA",61.20554130000001,-149.8136213
"1119 G St, Anchorage, AK 99501, USA",61.2112322,-149.8949889
"3231 W 80th Ave, Anchorage, AK 99502, USA",61.14853099999999,-149.9401105
"9010 Sahalee Dr, Anchorage, AK 99507, USA",61.1392714,-149.7933005
"1621 Wickersham Dr, Anchorage, AK 99507, USA",61.17591840000001,-149.8512565
"1049 E Northern Lights Blvd, Anchorage, AK 99508, USA",61.1952119,-149.8633072
"10475 Blackwolf Cir, Anchorage, AK 99507, USA",61.15413299999999,-149.6885299
"6816 Double Tree Ct, Anchorage, AK 99507, USA",61.123865,-149.7544876
"1207 G St, Anchorage, AK 99501, USA",61.2105083,-149.89522
"2822 Alder Dr, Anchorage, AK 99508, USA",61.1997873,-149.8275495
"1601 Betula Cir, Anchorage, AK 99507, USA",61.1286594,-149.8532039
"1820 Westview Cir, Anchorage, AK 99504, USA",61.20428210000001,-149.7256681
"10960 Vosikof Pl, Anchorage, AK 99507, USA",61.1214925,-149.726281
"11302 Totem Rd, Anchorage, AK 99516, USA",61.1183825,-149.7829488
"8150 Grayhawk Cir, Anchorage, AK 99507, USA",61.14682730000001,-149.8170555
"8291 Opal Dr, Anchorage, AK 99502, USA",61.14603649999999,-149.9307603
"1552 Primrose St, Anchorage, AK 99508, USA",61.20691230000001,-149.8105589
"1541 I St, Anchorage, AK 99501, USA",61.2070075,-149.8989277
"5063 Heritage Heights Dr, Anchorage, AK 99516, USA",61.1106972,-149.7885648
"111 W Ship Creek Ave, Anchorage, AK 99501, USA",61.222874,-149.88371
"5100 Rebano Dr, Anchorage, AK 99516, USA",61.1021083,-149.7858059
"3657 Eastwind Dr, Anchorage, AK 99516, USA",61.0988455,-149.8151036
"13115 Gulf Cir, Anchorage, AK 99515, USA",61.1025326,-149.8686118
"5031 W 80th Ave, Anchorage, AK 99502, USA",61.1488683,-149.973538
"3967 Easter Island Cir, Anchorage, AK 99515, USA",61.1269927,-149.9523546
"1726 E 58th Cir, Anchorage, AK 99507, USA",61.1681146,-149.849566
"12914 Algarin Cir, Anchorage, AK 99516, USA",61.10398050000001,-149.7581452
"5270 Heritage Heights Dr, Anchorage, AK 99516, USA",61.11268229999999,-149.7860905
"2164 Alder Dr, Anchorage, AK 99508, USA",61.20075369999999,-149.8289968
"12550 Tanada Loop, Anchorage, AK 99515, USA",61.10693319999999,-149.8514993
"5800 Bulgaria Dr, Anchorage, AK 99516, USA",61.05557429999999,-149.7739902
"8739 Emerald Dr, Anchorage, AK 99502, USA",61.1414505,-149.9660395
"6951 Viburnum Dr, Anchorage, AK 99507, USA",61.15739310000001,-149.8496099
"8230 Stratton Cir, Anchorage, AK 99507, USA",61.146239,-149.8226989
"4040 Justin Cir, Anchorage, AK 99507, USA",61.1395464,-149.8065564
"8820 Spendlove Dr, Anchorage, AK 99516, USA",61.1028482,-149.7169125
"9620 Arlene Dr, Anchorage, AK 99502, USA",61.1333546,-149.933364
"3208 Woodland Park Dr, Anchorage, AK 99517, USA",61.1909643,-149.9273875
"5807 Perry Dr, Anchorage, AK 99504, USA",61.20641019999999,-149.7733349
"3259 Aquarius Cir, Anchorage, AK 99517, USA",61.19019189999999,-149.9566805
"8901 Trail St, Anchorage, AK 99507, USA",61.11791889999999,-149.7162996
"4030 Cosmos Dr, Anchorage, AK 99517, USA",61.1881658,-149.9617376
"3230 Rosella St, Anchorage, AK 99504, USA",61.1911449,-149.7610874
"4801 Snow Cir, Anchorage, AK 99508, USA",61.2014746,-149.7912975
"2524 Brook Hill Cir, Anchorage, AK 99516, USA",61.1142987,-149.8364008
"3021 Brandywine Ave, Anchorage, AK 99502, USA",61.1553587,-149.9366683
"2072 Stanford Dr, Anchorage, AK 99508, USA",61.19257500000001,-149.8417669
"8101 White Dr, Anchorage, AK 99507, USA",61.136128,-149.7314582
"1331 W 80th Ave, Anchorage, AK 99518, USA",61.14893480000001,-149.9063095
"1761 Westview Cir, Anchorage, AK 99504, USA",61.20437499999999,-149.724902
"3420 W 30th Ave, Anchorage, AK 99517, USA",61.1932353,-149.947806
"3406 Greenland Dr, Anchorage, AK 99517, USA",61.1890896,-149.9154492
"10720 Schuss Dr, Anchorage, AK 99507, USA",61.12380880000001,-149.7355642
"811 Howard Cir, Anchorage, AK 99504, USA",61.2152395,-149.7519544
"10440 Prince William Cir, Anchorage, AK 99515, USA",61.1258107,-149.9569265
"2530 Banbury Dr, Anchorage, AK 99504, USA",61.1977005,-149.7503367
"6730 Reedyke Cir, Anchorage, AK 99507, USA",61.1599177,-149.829948
"911 R St, Anchorage, AK 99501, USA",61.21335800000001,-149.9133252
"2020 Shore Dr, Anchorage, AK 99515, USA",61.1105475,-149.9172935
"517 E 15th Ave, Anchorage, AK 99501, USA",61.2079755,-149.8742832
"7705 Port Orford Dr, Anchorage, AK 99507, USA",61.1362645,-149.740594
"8540 Cormorant Cove Cir, Anchorage, AK 99507, USA",61.1431158,-149.7909042
"9650 Brien St, Anchorage, AK 99507, USA",61.1331465,-149.7702676
"11139 Bulwark Cir, Anchorage, AK 99515, USA",61.1199143,-149.9277937
"7310 Setter Dr, Anchorage, AK 99502, USA",61.1544085,-149.9740075
"10613 Brigantine Cir, Anchorage, AK 99515, USA",61.1243531,-149.930496
"3640 Dora Ave, Anchorage, AK 99516, USA",61.08104720000001,-149.8141591
"4808 Buckingham Way, Anchorage, AK 99503, USA",61.1757512,-149.906603
"14495 Old Seward Hwy, Anchorage, AK 99515, USA",61.0896784,-149.8372035
"1801 Sunrise Dr, Anchorage, AK 99508, USA",61.2042215,-149.8256721
"6407 Arctic Spur Rd, Anchorage, AK 99518, USA",61.1629357,-149.8951159
"6672 O'Brien St, Anchorage, AK 99507, USA",61.16029099999999,-149.8367693
"6670 O'Brien St, Anchorage, AK 99507, USA",61.1603007,-149.8369201
"3148 Discovery Bay Dr, Anchorage, AK 99515, USA",61.1177998,-149.9389944
"2555 Maritime Loop, Anchorage, AK 99515, USA",61.12910129999999,-149.925845
"9110 Teri Cir, Anchorage, AK 99507, USA",61.1530157,-149.7120963
"11361 Mael St, Anchorage, AK 99516, USA",61.1181654,-149.7616203
"9571 Midden Way, Anchorage, AK 99507, USA",61.1525877,-149.6992832
"3431 Cottonwood St, Anchorage, AK 99508, USA",61.1891486,-149.8552249
"9300 Nordic St, Anchorage, AK 99507, USA",61.13680369999999,-149.7301108
"1641 W 14th Ave, Anchorage, AK 99501, USA",61.20885589999999,-149.915545
"11840 Woodbourne Dr, Anchorage, AK 99516, USA",61.1133537,-149.7233269
"2143 Churchill Dr, Anchorage, AK 99517, USA",61.1963478,-149.9255653
"1152 Northpointe Bluff Dr, Anchorage, AK 99501, USA",61.227976,-149.8625378
"13700 Jarvi Dr, Anchorage, AK 99515, USA",61.095874,-149.8552376
"6900 Crawford St, Anchorage, AK 99502, USA",61.15822859999999,-149.9615336
"6500 Downey Finch Dr, Anchorage, AK 99516, USA",61.1097863,-149.7603358
"3409 Wyoming Dr, Anchorage, AK 99517, USA",61.18892040000001,-149.9161986
"2943 Captain Cook Estates Cir, Anchorage, AK 99517, USA",61.1936295,-149.9257757
"15741 Stanwood Cir, Anchorage, AK 99516, USA",61.07628509999999,-149.7942554
"2620 Porter Pl, Anchorage, AK 99508, USA",61.19702780000001,-149.8359922
"12931 Michael Rd, Anchorage, AK 99516, USA",61.1035784,-149.7290515
"2201 Forest Park Dr, Anchorage, AK 99517, USA",61.20088049999999,-149.9276263
"5654 Yukon Charlie Loop, Anchorage, AK 99502, USA",61.1503818,-149.9844748
"6201 Bubbling Brook Cir, Anchorage, AK 99516, USA",61.1179248,-149.7660548
"7100 Montagne Cir, Anchorage, AK 99507, USA",61.15670350000001,-149.7132996
"12930 Lindsey Dr, Anchorage, AK 99516, USA",61.10353469999999,-149.8212657
"720 W 19th Ave, Anchorage, AK 99503, USA",61.2029446,-149.8966053
"9000 Sahalee Dr, Anchorage, AK 99507, USA",61.13951659999999,-149.7932733
"5412 Skylark Ave, Anchorage, AK 99502, USA",61.1512959,-149.9804898
"4715 Blue Heron Cir, Anchorage, AK 99507, USA",61.1385014,-149.7950854
"3224 W 29th Ave, Anchorage, AK 99517, USA",61.1940494,-149.9440789
"6242 Green Tree Cir, Anchorage, AK 99507, USA",61.1283809,-149.7654477
"7900 Downhill Cir, Anchorage, AK 99507, USA",61.1334752,-149.7343947
"3106 Pleasant Dr, Anchorage, AK 99502, USA",61.1461497,-149.9372981
"3255 E 150th Ave, Anchorage, AK 99516, USA",61.0854509,-149.8217089
"3734 Mt Blanc Cir, Anchorage, AK 99508, USA",61.18692540000001,-149.8549423
"8430 Barnett Dr, Anchorage, AK 99518, USA",61.1447835,-149.9066279
"7631 Griffith St, Anchorage, AK 99507, USA",61.134003,-149.7416429
"1305 Atkinson Dr, Anchorage, AK 99504, USA",61.20917959999999,-149.7666576
"5085 Heritage Heights Dr, Anchorage, AK 99516, USA",61.1112155,-149.7883168
"1982 Brandilyn St, Anchorage, AK 99516, USA",61.1123661,-149.8457137
"4699 Blue Heron Cir, Anchorage, AK 99507, USA",61.138427,-149.7956019
"5810 Miley Dr, Anchorage, AK 99504, USA",61.2070031,-149.7725683
"8001 White Dr, Anchorage, AK 99507, USA",61.1362805,-149.7320765
"14100 Jarvi Dr, Anchorage, AK 99515, USA",61.0932917,-149.8501594
"6140 Azalea Dr, Anchorage, AK 99516, USA",61.0840735,-149.7672101
"4125 Ptarmigan Terrace, Anchorage, AK 99516, USA",61.0802661,-149.8046901
"1112 E 15th Ave, Anchorage, AK 99501, USA",61.2073195,-149.8626068
"2925 Kimberlie Ct, Anchorage, AK 99508, USA",61.18420329999999,-149.8260714
"5834 Sapphire Loop, Anchorage, AK 99504, USA",61.2000943,-149.7756887
"11650 Suncrest Cir, Anchorage, AK 99515, USA",61.1156065,-149.915293
"8206 Skyhills Dr, Anchorage, AK 99502, USA",61.1466964,-150.0065881
"1830 Evangeline Lane, Anchorage, AK 99517, USA",61.2035168,-149.930892
"2000 E Dowling Rd, Anchorage, AK 99507, USA",61.16541710000001,-149.8454605
"3510 Spenard Rd, Anchorage, AK 99503, USA",61.1883198,-149.9099353
"1830 Rebel Ridge Dr, Anchorage, AK 99504, USA",61.2043534,-149.7241155
"6831 Joseph St, Anchorage, AK 99518, USA",61.1582707,-149.9006377
"3918 Wesleyan Dr, Anchorage, AK 99508, USA",61.18556450000001,-149.7928078
"16920 Tideview Dr, Anchorage, AK 99516, USA",61.06729879999999,-149.7990711
"8650 Barney Cir, Anchorage, AK 99507, USA",61.1422454,-149.8297743
"7020 Foothill Dr, Anchorage, AK 99504, USA",61.2045165,-149.7507814
"7841 Port Orford Dr, Anchorage, AK 99507, USA",61.13575520000001,-149.7332161
"15000 Evergreen Ridge St, Anchorage, AK 99516, USA",61.084993,-149.7823795
"8673 Dry Creek Loop, Anchorage, AK 99502, USA",61.1425131,-149.9876957
"11641 Wagner St, Anchorage, AK 99516, USA",61.115269,-149.8214662
"1946 Commodore Dr, Anchorage, AK 99507, USA",61.12484180000001,-149.8440507
"9071 Cathedral Pl, Anchorage, AK 99507, USA",61.13845240000001,-149.8086074
"5531 E 112th Ave, Anchorage, AK 99516, USA",61.1202419,-149.7790429
"232 E 10th Ave, Anchorage, AK 99501, USA",61.212374,-149.8800077
"4110 Tazlina Ave, Anchorage, AK 99517, USA",61.19729770000001,-149.9618121
"11090 Hideaway Lake Dr, Anchorage, AK 99507, USA",61.1210099,-149.7441372
"1351 W 25th Ave, Anchorage, AK 99503, USA",61.19871669999999,-149.9097672
"2317 Turnagain Pkwy, Anchorage, AK 99517, USA",61.1992449,-149.9428281
"14530 Echo Canyon Rd, Anchorage, AK 99516, USA",61.08929,-149.695169
"4041 E 66th Ave, Anchorage, AK 99507, USA",61.1611828,-149.8067978
"1902 Aleutian St, Anchorage, AK 99508, USA",61.203301,-149.832391
"5558 Yukon Charlie Loop, Anchorage, AK 99502, USA",61.1508164,-149.9864611
"2321 Yorktown Cir, Anchorage, AK 99507, USA",61.12969500000001,-149.8395814
"13905 Mulligan Rd, Anchorage, AK 99516, USA",61.09485720000001,-149.7959388
"6700 Fernhill Ave, Anchorage, AK 99516, USA",61.08857080000001,-149.7564925
"4140 Viscount Cir, Anchorage, AK 99502, USA",61.14763409999999,-149.9571591
"1503 Kepner Dr, Anchorage, AK 99504, USA",61.2073839,-149.765712
"8021 Resurrection Dr, Anchorage, AK 99504, USA",61.18177739999999,-149.7313598
"19850 Villages Scenic Pkwy, Anchorage, AK 99516, USA",61.04094,-149.7728506
"3124 E 16th Ave, Anchorage, AK 99508, USA",61.2058572,-149.821672
"1414 Garden St, Anchorage, AK 99508, USA",61.20850709999999,-149.8256788
"3850 Boek Cir, Anchorage, AK 99507, USA",61.1506264,-149.8101705
"7701 Berry Cir, Anchorage, AK 99502, USA",61.1511466,-149.931797
"11101 Wildwood Dr, Anchorage, AK 99516, USA",61.1200698,-149.761169
"5300 De Armoun Rd, Anchorage, AK 99516, USA",61.09838670000001,-149.7831735
"2807 Arctic Blvd, Anchorage, AK 99503, USA",61.1946991,-149.8975307
"7777 Old Hillside Way, Anchorage, AK 99516, USA",61.09575339999999,-149.7375677
"1801 Talkeetna St, Anchorage, AK 99508, USA",61.204202,-149.8362726
"6525 Michigan Blvd, Anchorage, AK 99516, USA",61.12161519999999,-149.7604879
"1002 E 15th Ave, Anchorage, AK 99501, USA",61.20744379999999,-149.8648384
"1437 Birchwood St, Anchorage, AK 99508, USA",61.2081122,-149.8265339
"2662 Lovejoy Dr, Anchorage, AK 99508, USA",61.1963508,-149.8347221
"3442 W 82nd Ave, Anchorage, AK 99502, USA",61.146305,-149.9436952
"2739 Ingra St, Anchorage, AK 99508, USA",61.1958463,-149.8656937
"1825 Alder Dr, Anchorage, AK 99508, USA",61.2037359,-149.8286217
"5200 E 98th Ave, Anchorage, AK 99507, USA",61.1304796,-149.7846043
"2622 Lovejoy Dr, Anchorage, AK 99508, USA",61.1970257,-149.8347515
"4841 Ridge Top Cir, Anchorage, AK 99508, USA",61.20225499999999,-149.7902166
"7733 Regal Mountain Dr, Anchorage, AK 99504, USA",61.1828628,-149.7349304
"4601 Mars Dr, Anchorage, AK 99507, USA",61.13962040000001,-149.796683
"2705 W 32nd Ave, Anchorage, AK 99517, USA",61.191881,-149.9346907
"5915 Muirwood Dr, Anchorage, AK 99502, USA",61.15534659999999,-149.9891458
"16300 Sandpiper Dr, Anchorage, AK 99516, USA",61.07455369999999,-149.7608855
"2801 E 16th Ave, Anchorage, AK 99508, USA",61.20629659999999,-149.8284631
"2055 Campbell Pl, Anchorage, AK 99507, USA",61.1753142,-149.8440135
"415 Atlantis Ave, Anchorage, AK 99518, USA",61.17111749999999,-149.8899205
"4801 Zenith St, Anchorage, AK 99507, USA",61.14244349999999,-149.7943148
"732 O St, Anchorage, AK 99501, USA",61.2149116,-149.9104418
"2452 E Tudor Rd, Anchorage, AK 99507, USA",61.1802492,-149.8356862
"111 W Ship Creek Ave, Anchorage, AK 99501, USA",61.22291579999999,-149.8837506
"13001 Norak Pl, Anchorage, AK 99516, USA",61.1031649,-149.804823
"2346 Loussac Dr, Anchorage, AK 99517, USA",61.19926359999999,-149.936052
"300 Oceanview Dr, Anchorage, AK 99515, USA",61.10329909999999,-149.8778858
"2410 Oak Dr, Anchorage, AK 99508, USA",61.201452,-149.8364012
"8600 Rosalind St, Anchorage, AK 99507, USA",61.14278040000001,-149.8227269
"2404 St Elias Dr, Anchorage, AK 99517, USA",61.1983239,-149.9418923
"8101 E 4th Ave, Anchorage, AK 99504, USA",61.2190441,-149.7296782
"7731 Island Dr, Anchorage, AK 99504, USA",61.20546299999999,-149.7368077
"3140 Admiralty Bay Dr, Anchorage, AK 99515, USA",61.1274693,-149.9385061
"12104 Woodchase Dr, Anchorage, AK 99516, USA",61.11129510000001,-149.8301227
"2626 Cottonwood St, Anchorage, AK 99508, USA",61.19664249999999,-149.8549654
"6640 Lawlor Cir, Anchorage, AK 99502, USA",61.1604083,-149.9612699
"2212 Country Brook Cir, Anchorage, AK 99502, USA",61.14660689999999,-149.9204609
"2715 Kobuk Ct, Anchorage, AK 99508, USA",61.2058345,-149.8303966
"8060 Resurrection Dr, Anchorage, AK 99504, USA",61.1810761,-149.7301361
"10301 Stroganof Dr, Anchorage, AK 99507, USA",61.1254887,-149.7179669
"6463 Lone Tree Dr, Anchorage, AK 99507, USA",61.1319919,-149.7617517
"1310 Shore Dr, Anchorage, AK 99515, USA",61.1081768,-149.9041305
"2241 Foxhall Dr, Anchorage, AK 99504, USA",61.200309,-149.7517153
"9600 Spring Hill Dr, Anchorage, AK 99507, USA",61.1333443,-149.7921473
