Permit,Worktype,IssuedTo,Date,year,Address,Parcel,Units,Legal,Valuation
R19-2484,BldgAlter,ABS ALASKAN INC,2019,2019,"4004 MERRILL DRIVE, Anchorage, Alaska",1019110000,NA,BROADMOOR ESTATES BLK 4 LT 22 G:1727,"10,738.00"
R19-2570,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1853 27TH, Anchorage, Alaska",318302000,NA,ROGERS PARK BLK 22 LT 3 G:1533,"12,657.00"
R19-2572,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1826 27TH, Anchorage, Alaska",318248000,NA,ROGERS PARK BLK 23 LT 3 G:1533,"7,434.00"
R19-2573,BldgAlter,ABS ALASKAN INC,2019,2019,"2423 JUNEAU, Anchorage, Alaska",319614000,NA,LAMPERT #4 BLK 3 LT 10 G:1532,"7,819.00"
R19-2574,BldgAlter,ABS ALASKAN INC,2019,2019,"2961 DRAKE DRIVE, Anchorage, Alaska",321315000,NA,COLLEGE VILLAGE # 3 BLK 8 LT 16 G:1633,"11,123.00"
R19-2694,BldgAlter,ABS ALASKAN INC,2019,2019,"2441 GLENWOOD, Anchorage, Alaska",318461000,NA,ROGERS PARK BLK 6 LT 5 G:1533,"13,297.00"
R19-2695,BldgAlter,ABS ALASKAN INC,2019,2019,"2638 REDWOOD STREET, Anchorage, Alaska",319511000,NA,ROGERS PARK BLK 16 LT 5 G:1532,"8,716.00"
R19-2696,BldgAlter,ABS ALASKAN INC,2019,2019,"2744 JUNEAU, Anchorage, Alaska",319734000,NA,FIREWEED MANOR BLK 4 LT 11 G:1532,"10,185.00"
R19-2697,BldgAlter,ABS ALASKAN INC,2019,2019,"1813 ROGERS PARK COURT, Anchorage, Alaska",318353000,NA,ROGERS PARK BLK 8 LT 8A G:1533,"11,548.00"
R19-2698,BldgAlter,ABS ALASKAN INC,2019,2019,"2617 KARLUK, Anchorage, Alaska",319815000,NA,FIREWEED MANOR BLK 1 LT 11 G:1532,"11,233.00"
R19-2705,BldgAlter,ABS ALASKAN INC,2019,2019,"2613 COTTONWOOD, Anchorage, Alaska",319223000,NA,ROGERS PARK BLK 19 LT 11 G:1532,"7,434.00"
R19-2706,BldgAlter,ABS ALASKAN INC,2019,2019,"2667 NORTHRUP CIRCLE, Anchorage, Alaska",416341000,NA,ANCHOR PARK BLK 3 LT 15 G:1534,"7,709.00"
R19-2707,BldgAlter,ABS ALASKAN INC,2019,2019,"2630 DARBY CIRCLE, Anchorage, Alaska",416211000,NA,ANCHOR PARK BLK 1 LT 37 G:1534,"8,496.00"
R19-2708,BldgAlter,ABS ALASKAN INC,2019,2019,"3000 WENTWORTH STREET, Anchorage, Alaska",321518000,NA,COLLEGE VILLAGE # 5 BLK 17 LT 1A G:1633,"11,663.00"
R19-2709,BldgAlter,ABS ALASKAN INC,2019,2019,"2414 NORTHRUP CIRCLE, Anchorage, Alaska",416239000,NA,ANCHOR PARK BLK 1 LT 1 G:1534,"7,659.00"
R19-2710,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1852 24TH, Anchorage, Alaska",317209000,NA,ROGERS PARK TERRACE BLK 1 LT 1 G:1533,"7,759.00"
R19-2724,BldgAlter,ABS ALASKAN INC,2019,2019,"1834 SUNRISE, Anchorage, Alaska",414213000,NA,SAXTON BLK 7 LT 14 G:1434,"38,923.00"
R19-2725,BldgAlter,ABS ALASKAN INC,2019,2019,"1543 BANNISTER, Anchorage, Alaska",316101000,NA,ROGERS PARK BLK 1 LT 23 G:1533,"22,750.00"
R19-2726,BldgAlter,ABS ALASKAN INC,2019,2019,"2069 DUKE, Anchorage, Alaska",322103000,NA,COLLEGE VILLAGE # 8 BLK 21 LT 3 G:1633,"30,680.00"
R19-2727,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1601 26TH, Anchorage, Alaska",318454000,NA,ROGERS PARK BLK 11 LT 7 G:1533,"12,588.00"
R19-2728,BldgAlter,ABS ALASKAN INC,2019,2019,"6010 CRAIG DRIVE, Anchorage, Alaska",623148000,NA,NUNAKA VALLEY BLK W LT 16 G:1438,"8,496.00"
R19-2729,BldgAlter,ABS ALASKAN INC,2019,2019,"2510 SPRUCEWOOD, Anchorage, Alaska",319411000,NA,ROGERS PARK BLK 14 LT 3 G:1532,"7,899.00"
R19-2730,BldgAlter,ABS ALASKAN INC,2019,2019,"2526 GALEWOOD, Anchorage, Alaska",318435000,NA,ROGERS PARK BLK 11 LT 4 G:1533,"9,331.00"
R19-2736,BldgAlter,ABS ALASKAN INC,2019,2019,"2535 GLENWOOD, Anchorage, Alaska",318455000,NA,ROGERS PARK BLK 11 LT 8 G:1533,"9,341.00"
R19-2737,BldgAlter,ABS ALASKAN INC,2019,2019,"2433 GLENWOOD, Anchorage, Alaska",318462000,NA,ROGERS PARK BLK 6 LT 6 G:1533,"10,295.00"
R19-2738,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1435 26TH, Anchorage, Alaska",319315000,NA,ROGERS PARK BLK 13 LT 6 G:1532,"7,959.00"
R19-2929,BldgAlter,ABS ALASKAN INC,2019,2019,"2421 REDWOOD STREET, Anchorage, Alaska",319443000,NA,ROGERS PARK BLK 14 LT 11 N2 & LT 12 G:1532,"11,123.00"
R20-1001,BldgAlter,ABS ALASKAN INC,1/31/2020,2020,"3132 SUNFLOWER STREET, Anchorage, Alaska",511341000,0,COLLEGEGATE #5A BLK 7 LT 18 G:1637,"10,435.00"
